Brand,Year,Exterior color,Interior color,Drivetrain,Fuel type,Capacity,Configuration,Valves,Accidents or damage,1-owner vehicle,Personal use only,MPG_min,MPG_max,MPG_mean,Mileage,Usage Intensity,Ownership History,Engine Power,Fuel Efficiency,Origin,Gallons Per Year,Price
Jaguar,2011,White,Brown,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,Yes,No,16.0,24.0,20.0,51421.0,3955.4615384615386,Good,160.0,4.0,British,197.77307692307693,23988.0
BMW,2020,Black,White,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,Yes,Yes,17.0,25.0,21.0,44806.0,11201.5,Good,140.8,4.7727272727272725,European,533.4047619047619,53501.0
GMC,2007,Red,Other,Four-wheel Drive,Diesel,6.6,V8,32.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,119101.0,7005.941176470588,Good,211.2,3.6236610288568976,American,292.9375099949781,29995.0
BMW,2020,Red,White,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,Yes,Yes,17.0,25.0,21.0,15851.0,3962.75,Good,140.8,4.7727272727272725,European,188.70238095238096,65995.0
Honda,2016,Blue,Silver/Gray,All-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,25.0,31.0,28.0,54703.0,6837.875,Good,38.4,11.666666666666668,Asian,244.20982142857142,20689.0
Mazda,2018,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,26.0,35.0,30.5,36272.0,6045.333333333333,Good,40.0,12.2,Asian,198.20765027322406,24423.0
Mercedes-Benz,2012,Silver/Gray,Black,Rear-wheel Drive,Gasoline,5.5,V8,32.0,None reported,No,Yes,16.0,25.0,20.5,76560.0,6380.0,Potential Risk,176.0,3.727272727272727,European,311.2195121951219,32325.0
Jaguar,2013,Silver/Gray,Other,Rear-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,19.0,30.0,24.5,62684.0,5698.545454545455,Potential Risk,32.0,12.25,British,232.59369202226344,15995.0
BMW,2014,Blue,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,No,Yes,20.0,30.0,25.0,29870.0,2987.0,Potential Risk,72.0,8.333333333333334,European,119.47999999999999,26995.0
Honda,2021,Metallic,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,26278.0,8759.333333333334,Good,84.0,6.142857142857143,Asian,407.41085271317826,31800.0
Lexus,2022,Black,Red,All-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,18178.0,9089.0,Good,40.0,9.56646511618221,Asian,380.0358811584626,66314.0
Lexus,2021,Silver/Gray,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,12361.0,4120.333333333333,Good,84.0,6.428571428571429,Asian,183.1259259259259,48590.0
Honda,2014,Silver/Gray,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,19.0,28.0,23.5,94533.0,9453.3,Potential Risk,84.0,6.714285714285714,Asian,402.26808510638296,16999.0
Mercedes-Benz,2021,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,28.0,24.5,28909.0,9636.333333333334,Good,32.0,12.25,European,393.31972789115645,44990.0
GMC,2017,White,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,No,17.0,24.0,20.5,151923.0,21703.285714285714,Good,86.4,5.694444444444445,American,1058.6968641114984,21794.0
Audi,2020,White,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,17.0,21.0,19.0,31142.0,7785.5,Good,72.0,6.333333333333333,European,409.7631578947368,53998.0
Alfa Romeo,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,23.0,31.0,27.0,51226.0,7318.0,Bad,32.0,13.5,European,271.03703703703707,22997.0
Toyota,2014,White,Black,Rear-wheel Drive,Gasoline,5.7,V8,32.0,None reported,Yes,No,13.0,18.0,15.5,181245.0,18124.5,Good,182.4,2.719298245614035,Asian,1169.3225806451615,23997.0
Cadillac,2016,Black,Black,Rear-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,No,Yes,17.0,23.0,20.0,56533.0,7066.625,Bad,86.4,5.555555555555555,American,353.33125,36977.0
Ford,2007,Orange,Other,Rear-wheel Drive,Gasoline,5.4,V8,32.0,None reported,No,Yes,15.0,21.0,18.0,16750.0,985.2941176470588,Potential Risk,172.8,3.333333333333333,American,54.73856209150327,38925.0
Kia,2020,White,Silver/Gray,Front-wheel Drive,Hybrid,1.6,I4,16.0,None reported,No,No,51.0,46.0,48.5,24453.0,6113.25,Potential Risk,25.6,30.3125,Asian,126.04639175257732,26289.0
Maserati,2021,Other,Other,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,17.0,25.0,21.0,28391.0,9463.666666666666,Good,72.0,7.0,European,450.6507936507937,48499.0
Rolls-Royce,2017,Silver/Gray,Other,Rear-wheel Drive,Gasoline,6.6,V12,48.0,None reported,Yes,No,12.0,19.0,15.5,2600.0,371.42857142857144,Good,316.79999999999995,2.3484848484848486,British,23.963133640552996,215500.0
Nissan,2016,Black,Silver/Gray,Rear-wheel Drive,Gasoline,4.0,V6,24.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,71216.0,8902.0,Potential Risk,96.0,5.979040697613881,Asian,372.21690109722016,31993.0
Kia,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,No,21.0,25.0,23.0,47313.0,6759.0,Good,38.4,9.583333333333334,Asian,293.8695652173913,18894.0
Scion,2012,Silver/Gray,Black,Front-wheel Drive,Gasoline,1.3,I4,16.0,None reported,Yes,No,36.0,37.0,36.5,67267.0,5605.583333333333,Good,20.8,28.076923076923077,Asian,153.57762557077626,13599.0
Chrysler,2018,Metallic,Black,Front-wheel Drive,E85 Flex Fuel,3.6,V6,24.0,None reported,Yes,Yes,19.0,28.0,23.5,52470.0,8745.0,Good,86.4,6.527777777777778,American,372.12765957446805,28685.0
Nissan,2019,White,Other,Four-wheel Drive,Diesel,5.0,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,51614.0,10322.8,Potential Risk,160.0,4.783232558091105,Asian,431.62442447162255,44000.0
Acura,2022,White,Black,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,No,No,24.0,34.0,29.0,5337.0,2668.5,Potential Risk,38.4,12.083333333333334,Asian,92.01724137931035,30700.0
Audi,2020,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,24.0,32.0,28.0,34821.0,8705.25,Good,32.0,14.0,European,310.9017857142857,33800.0
Toyota,2011,Other,Other,Four-wheel Drive,Gasoline,4.0,V6,24.0,None reported,No,No,17.0,22.0,19.5,129304.0,9946.461538461539,Potential Risk,96.0,4.875,Asian,510.07495069033536,19988.0
Mazda,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,No,Yes,24.0,30.0,27.0,50720.0,10144.0,Potential Risk,40.0,10.8,Asian,375.7037037037037,23000.0
Cadillac,2017,White,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,22.0,31.0,26.5,83675.0,11953.57142857143,Potential Risk,32.0,13.25,American,451.07816711590294,18991.0
Audi,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,No,23.0,27.0,25.0,19735.0,2819.285714285714,Bad,32.0,12.5,European,112.77142857142857,39977.0
Genesis,2019,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,21.0,28.0,24.5,30275.0,6055.0,Potential Risk,32.0,12.25,Asian,247.14285714285717,30895.0
BMW,2021,Silver/Gray,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,Yes,Yes,16.0,22.0,19.0,10524.0,3508.0,Good,140.8,4.3181818181818175,European,184.63157894736844,74988.0
Mazda,2017,Red,Other,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,No,Yes,26.0,35.0,30.5,60919.0,8702.714285714286,Potential Risk,40.0,12.2,Asian,285.3348946135831,20499.0
Lincoln,2020,Other,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.0,25.0,22.5,21541.0,5385.25,Good,32.0,11.25,American,239.34444444444443,39300.0
Ford,2008,Silver/Gray,Other,Rear-wheel Drive,E85 Flex Fuel,4.6,V8,16.0,None reported,No,No,15.0,23.0,19.0,87439.0,5464.9375,Potential Risk,73.6,4.130434782608696,American,287.6282894736842,11990.0
Audi,2022,Green,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,23.0,28.0,25.5,6433.0,3216.5,Good,32.0,12.75,European,126.13725490196079,40500.0
Ford,2017,Black,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,15.0,20.0,17.5,68168.0,9738.285714285714,Good,84.0,5.0,American,556.4734693877551,27995.0
Land Rover,2017,Silver/Gray,Black,Four-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,21.0,29.0,25.0,63250.0,9035.714285714286,Good,32.0,12.5,British,361.42857142857144,24395.0
Honda,2017,Red,Other,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,No,Yes,27.0,36.0,31.5,71796.0,10256.57142857143,Potential Risk,38.4,13.125,Asian,325.6054421768708,18776.0
Jeep,2023,Black,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,5707.0,5707.0,Potential Risk,86.4,6.643378552904312,American,238.6252364144951,50998.0
Volvo,2019,Silver/Gray,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,21.0,31.0,26.0,46645.0,9329.0,Potential Risk,32.0,13.0,European,358.80769230769226,32997.0
Jeep,2007,Black,Silver/Gray,Four-wheel Drive,Gasoline,6.1,V8,16.0,None reported,Yes,No,12.0,15.0,13.5,25035.0,1472.6470588235295,Good,97.6,2.2131147540983607,American,109.08496732026143,36997.0
Volvo,2020,White,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,23.0,34.0,28.5,21333.0,5333.25,Potential Risk,32.0,14.25,European,187.1315789473684,30991.0
Toyota,2017,Silver/Gray,Black,Front-wheel Drive,Hybrid,1.8,I4,16.0,None reported,Yes,No,43.0,39.0,41.0,10995.0,1570.7142857142858,Good,28.8,22.77777777777778,Asian,38.31010452961673,26995.0
Audi,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,21.0,30.0,25.5,37296.0,7459.2,Good,72.0,8.5,European,292.5176470588235,42495.0
Ford,2018,Black,Other,Front-wheel Drive,E85 Flex Fuel,3.5,V6,24.0,None reported,Yes,Yes,18.0,27.0,22.5,47946.0,7991.0,Good,84.0,6.428571428571429,American,355.15555555555557,20849.0
BMW,2020,White,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,21.0,27.0,24.0,33062.0,8265.5,Good,72.0,8.0,European,344.3958333333333,49998.0
Chevrolet,2022,Black,Black,All-wheel Drive,Gasoline,1.5,I4,16.0,None reported,Yes,Yes,25.0,30.0,27.5,9982.0,4991.0,Good,24.0,18.333333333333332,American,181.4909090909091,28994.0
Nissan,2016,White,Black,Four-wheel Drive,Diesel,5.0,V8,32.0,At least 1 accident or damage reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,62152.0,7769.0,Bad,160.0,4.783232558091105,Asian,324.843080726163,34295.0
BMW,2021,Black,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,Yes,15.0,21.0,18.0,27599.0,9199.666666666666,Potential Risk,140.8,4.090909090909091,European,511.0925925925926,93999.0
GMC,2020,Silver/Gray,Silver/Gray,Rear-wheel Drive,Gasoline,2.5,I4,16.0,None reported,No,Yes,20.0,26.0,23.0,43207.0,10801.75,Potential Risk,40.0,9.2,American,469.64130434782606,29975.0
INFINITI,2019,Black,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,24.0,30.0,27.0,38126.0,7625.2,Potential Risk,32.0,13.5,Asian,282.4148148148148,31999.0
Lexus,2020,Other,Black,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,Yes,15.0,19.0,17.0,31905.0,7976.25,Good,147.2,3.695652173913044,Asian,469.19117647058823,49100.0
BMW,2016,Silver/Gray,Other,All-wheel Drive,Diesel,3.0,I6,24.0,None reported,Yes,Yes,23.0,30.0,26.5,55755.0,6969.375,Good,72.0,8.833333333333334,European,262.99528301886795,27997.0
Volvo,2017,Brown,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,30.0,26.0,66275.0,9467.857142857143,Potential Risk,32.0,13.0,European,364.14835164835165,29765.0
Audi,2019,Green,Black,All-wheel Drive,Gasoline,2.9,V6,24.0,None reported,No,No,18.0,27.0,22.5,59653.0,11930.6,Potential Risk,69.6,7.758620689655173,European,530.2488888888889,55371.0
Kia,2021,Blue,Black,All-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,25.0,30.0,27.5,27065.0,9021.666666666666,Good,25.6,17.1875,Asian,328.06060606060606,27987.0
Ford,2018,Blue,Other,Rear-wheel Drive,Gasoline,3.7,V6,24.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,54108.0,9018.0,Good,88.80000000000001,6.463827781204195,American,377.06717749884643,34982.0
Maserati,2018,Black,Other,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,17.0,24.0,20.5,19198.0,3199.6666666666665,Good,72.0,6.833333333333333,European,156.08130081300814,36990.0
GMC,2022,White,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,Yes,Yes,15.0,19.0,17.0,22836.0,11418.0,Good,84.8,3.207547169811321,American,671.6470588235294,57500.0
Toyota,2020,Silver/Gray,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,No,19.0,26.0,22.5,36060.0,9015.0,Bad,84.0,6.428571428571429,Asian,400.6666666666667,33500.0
Ford,2016,Black,Other,Front-wheel Drive,E85 Flex Fuel,2.5,I4,16.0,At least 1 accident or damage reported,No,No,19.0,27.0,23.0,119605.0,14950.625,Bad,40.0,9.2,American,650.0271739130435,13990.0
Mercedes-Benz,2008,Blue,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,17.0,23.0,20.0,9000.0,562.5,Good,84.0,5.714285714285714,European,28.125,26900.0
Nissan,2011,Black,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,Yes,No,22.0,26.0,24.0,181422.0,13955.538461538461,Potential Risk,40.0,9.6,Asian,581.4807692307693,6975.0
Lexus,2022,Other,Brown,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,22.0,32.0,27.0,1001.0,500.5,Good,84.0,7.714285714285714,Asian,18.537037037037038,46990.0
Lexus,2021,White,White,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,21.0,31.0,26.0,26404.0,8801.333333333334,Potential Risk,32.0,13.0,Asian,338.5128205128205,35999.0
Ford,2020,Blue,Black,Four-wheel Drive,Gasoline,7.3,V8,16.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,62235.0,15558.75,Good,116.8,3.2761866836240445,American,650.5537755500308,60958.0
Chrysler,2018,Red,Black,Front-wheel Drive,E85 Flex Fuel,3.6,V6,24.0,None reported,Yes,Yes,19.0,28.0,23.5,31136.0,5189.333333333333,Good,86.4,6.527777777777778,American,220.822695035461,24995.0
Ford,2023,Silver/Gray,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,3550.0,3550.0,Good,84.0,6.833189368701578,American,148.4351829808056,80000.0
Nissan,2021,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,29.0,39.0,34.0,30789.0,10263.0,Potential Risk,32.0,17.0,Asian,301.85294117647055,20995.0
Nissan,2021,Other,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.0,28.0,24.0,19898.0,6632.666666666667,Good,84.0,6.857142857142857,Asian,276.36111111111114,31273.0
BMW,2020,White,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,14.0,19.0,16.5,14996.0,3749.0,Good,72.0,5.5,European,227.21212121212122,63480.0
GMC,2017,White,Black,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,21.0,31.0,26.0,68737.0,9819.57142857143,Good,38.4,10.833333333333334,American,377.6758241758242,20700.0
INFINITI,2018,Other,Other,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,19.0,28.0,23.5,41613.0,6935.5,Potential Risk,72.0,7.833333333333333,Asian,295.12765957446805,30999.0
Mercedes-Benz,2021,Silver/Gray,Silver/Gray,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,22.0,28.0,25.0,22307.0,7435.666666666667,Good,72.0,8.333333333333334,European,297.4266666666667,69856.0
Chrysler,2017,White,Black,Front-wheel Drive,Hybrid,3.6,V6,24.0,At least 1 accident or damage reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,92348.0,13192.57142857143,Potential Risk,86.4,6.643378552904312,American,551.6173954893937,24439.0
Mercedes-Benz,2017,Red,White,Rear-wheel Drive,Gasoline,4.7,V8,32.0,At least 1 accident or damage reported,No,Yes,17.0,25.0,21.0,52540.0,7505.714285714285,Bad,150.4,4.468085106382978,European,357.4149659863946,48995.0
Hyundai,2011,Red,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,20.0,30.0,25.0,78008.0,6000.615384615385,Potential Risk,32.0,12.5,Asian,240.0246153846154,11695.0
Audi,2020,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,31.0,27.0,15814.0,3953.5,Good,32.0,13.5,European,146.42592592592592,43998.0
BMW,2015,Black,Black,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,21.0,32.0,26.5,89867.0,9985.222222222223,Good,72.0,8.833333333333334,European,376.8008385744235,18495.0
Lincoln,2020,Black,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,16.0,24.0,20.0,32808.0,8202.0,Good,72.0,6.666666666666667,American,410.1,51985.0
Nissan,2023,Black,Red,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,387.0,387.0,Good,72.0,7.972054263485174,Asian,16.181525581287822,61991.0
BMW,2016,Blue,Silver/Gray,Rear-wheel Drive,Gasoline,3.0,I6,24.0,At least 1 accident or damage reported,No,No,17.0,26.0,21.5,72090.0,9011.25,Bad,72.0,7.166666666666667,European,419.1279069767442,35995.0
Chevrolet,2016,Silver/Gray,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,No,No,22.0,27.23954849498328,24.61977424749164,91334.0,11416.75,Potential Risk,84.8,4.645240424055027,American,463.72277362223105,29550.0
Audi,2017,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,19.0,25.0,22.0,49475.0,7067.857142857143,Potential Risk,72.0,7.333333333333333,European,321.26623376623377,32095.0
Lexus,2017,Silver/Gray,Black,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,20.0,27.0,23.5,61758.0,8822.57142857143,Potential Risk,84.0,6.714285714285714,Asian,375.42857142857144,31673.0
Ford,2021,Blue,Other,Four-wheel Drive,Gasoline,1.5,I3,12.0,None reported,Yes,Yes,25.0,28.0,26.5,28743.0,9581.0,Good,18.0,17.666666666666668,American,361.54716981132077,32960.0
Mercedes-Benz,2020,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,19.0,26.0,22.5,44237.0,11059.25,Potential Risk,32.0,11.25,European,491.52222222222224,44932.0
Alfa Romeo,2022,White,Red,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,6504.0,3252.0,Good,32.0,11.958081395227762,European,135.97499015593797,45970.0
Honda,2019,White,Silver/Gray,All-wheel Drive,Gasoline,1.8,I4,16.0,At least 1 accident or damage reported,Yes,Yes,26.0,31.0,28.5,47668.0,9533.6,Potential Risk,28.8,15.833333333333332,Asian,334.5122807017544,24784.0
Ford,2022,Red,Black,Four-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,26.0,23.5,3728.0,1864.0,Good,32.0,11.75,American,79.31914893617021,38500.0
Honda,2020,Blue,Silver/Gray,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,31650.0,7912.5,Good,84.0,6.142857142857143,Asian,368.0232558139535,33233.0
Lexus,2020,Silver/Gray,Black,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,41.0,38.0,39.5,19997.0,4999.25,Good,32.0,19.75,Asian,126.5632911392405,37613.0
Lexus,2018,Black,Black,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,No,Yes,15.0,18.0,16.5,53303.0,8883.833333333334,Potential Risk,147.2,3.586956521739131,Asian,538.4141414141415,40363.0
RAM,2018,Red,Brown,Four-wheel Drive,Gasoline,5.7,V8,16.0,None reported,Yes,No,15.0,21.0,18.0,112661.0,18776.833333333332,Good,91.2,3.1578947368421053,American,1043.1574074074074,33400.0
Toyota,2022,Black,Black,Front-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,43.0,43.0,43.0,12150.0,6075.0,Good,40.0,17.2,Asian,141.27906976744185,42852.0
Chevrolet,2018,Silver/Gray,Other,Front-wheel Drive,Gasoline,1.4,I4,16.0,At least 1 accident or damage reported,Yes,Yes,29.0,40.0,34.5,37752.0,6292.0,Potential Risk,22.4,24.642857142857146,American,182.3768115942029,17500.0
Lincoln,2022,Blue,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,17.0,24.0,20.5,11839.0,5919.5,Good,72.0,6.833333333333333,American,288.7560975609756,59500.0
Ford,2021,Blue,Black,Four-wheel Drive,Gasoline,2.3,I4,16.0,None reported,Yes,Yes,20.0,27.0,23.5,23668.0,7889.333333333333,Good,36.8,10.217391304347826,American,335.7163120567376,45913.0
Jeep,2022,Red,Black,Four-wheel Drive,Gasoline,1.3,I4,16.0,None reported,No,No,23.0,29.0,26.0,3015.0,1507.5,Potential Risk,20.8,20.0,American,57.98076923076923,26847.0
Cadillac,2022,Metallic,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,3107.0,1553.5,Potential Risk,72.0,7.972054263485174,American,64.95607232695254,52992.0
Cadillac,2017,Silver/Gray,Black,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,No,Yes,15.0,20.0,17.5,93731.0,13390.142857142857,Potential Risk,99.2,2.82258064516129,American,765.1510204081633,38513.0
Mercedes-Benz,2021,Black,Red,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,23.0,30.0,26.5,22625.0,7541.666666666667,Potential Risk,32.0,13.25,European,284.59119496855345,39391.0
Nissan,2020,Black,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.0,27.0,23.5,32240.0,8060.0,Good,84.0,6.714285714285714,Asian,342.97872340425533,25775.0
Mazda,2023,Red,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,3547.0,3547.0,Good,40.0,9.56646511618221,Asian,148.3097447980049,34599.0
Audi,2022,Black,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,6357.0,3178.5,Potential Risk,128.0,5.979040697613881,European,132.9017546773213,125878.0
Mercedes-Benz,2013,Black,Black,All-wheel Drive,E85 Flex Fuel,3.5,V6,24.0,At least 1 accident or damage reported,No,No,18.0,23.0,20.5,134593.0,12235.727272727272,Bad,84.0,5.857142857142857,European,596.8647450110865,12998.0
Buick,2020,Black,Other,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,21.0,27.0,24.0,51665.0,12916.25,Good,40.0,9.6,American,538.1770833333334,21143.0
Audi,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,18.0,27.0,22.5,52065.0,7437.857142857143,Potential Risk,128.0,5.625,European,330.57142857142856,39890.0
BMW,2017,Silver/Gray,Other,All-wheel Drive,Hybrid,1.5,I3,12.0,At least 1 accident or damage reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,42305.0,6043.571428571428,Bad,18.0,15.944108526970348,European,252.69820587537149,66295.0
Lexus,2019,Silver/Gray,Black,All-wheel Drive,Hybrid,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,41.0,38.0,39.5,35258.0,7051.6,Potential Risk,32.0,19.75,Asian,178.52151898734178,33896.0
Hummer,2008,White,Brown,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,86306.0,5394.125,Potential Risk,99.2,3.857445611363794,American,225.5430792665741,41999.0
Cadillac,2023,Black,Black,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,1487.0,1487.0,Good,72.0,7.972054263485174,American,62.175525941537444,61591.0
Kia,2022,Silver/Gray,Black,All-wheel Drive,Hybrid,1.6,I4,16.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,8693.0,4346.5,Good,25.6,14.947601744034701,Asian,181.73902051438637,46990.0
Ford,2023,Blue,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,259.0,259.0,Good,32.0,11.958081395227762,American,10.829496448458775,36993.0
Honda,2021,White,Black,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,40.0,35.0,37.5,20620.0,6873.333333333333,Good,32.0,18.75,Asian,183.2888888888889,36998.0
Toyota,2017,Other,Other,All-wheel Drive,Hybrid,3.5,V6,24.0,None reported,Yes,Yes,29.0,27.0,28.0,10700.0,1528.5714285714287,Good,84.0,8.0,Asian,54.59183673469388,39884.0
Lincoln,2022,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,17.0,24.0,20.5,9951.0,4975.5,Good,72.0,6.833333333333333,American,242.70731707317074,67495.0
Chevrolet,2015,Black,Black,Four-wheel Drive,E85 Flex Fuel,4.3,V6,12.0,None reported,Yes,No,17.0,22.0,19.5,63043.0,7004.777777777777,Good,51.599999999999994,4.534883720930233,American,359.2193732193732,27008.0
Dodge,2022,White,Black,All-wheel Drive,Gasoline,5.7,V8,16.0,None reported,Yes,No,14.0,22.0,18.0,17552.0,8776.0,Good,91.2,3.1578947368421053,American,487.55555555555554,48934.0
